SYMBOL
ABCG2
ADGRE5
AFAP1-AS1
AKT1
AKT2
ALK
APC
AR
ATM
AURKA
AURKB
AXIN1
AXL
BANCR
BAX
BCL2
BCL2L1
BCL2L11
BECN1
BGLAP
BIRC5
BRAF
BRCA1
BRCA2
BRD4
CA9
CALCA
CASC2
CASP3
CASP8
CASP9
CAV1
CCDC6
CCNA1
CCNA2
CCND1
CD274
CD44
CDH1
CDH2
CDKN1A
CDKN1B
CDKN2A
CDKN2B-AS1
CDKN3
CDX2
CFLAR
CHEK2
CITED1
CLDN1
CTLA4
CTNNB1
CXCL12
CXCL8
CXCR4
DAPK1
DICER1
DIO2
DPP4
DUOX2
DUSP26
E2F1
EGF
EGFR
ELAVL1
EML4
EP300
EPCAM
ERBB2
ERBB4
ESR1
ESR2
ETV6
EZH2
FALEC
FAS
FASLG
FGF2
FGFR1
FGFR2
FN1
FOXE1
FOXO3
FOXP3
GAPDH
GAS5
GAS8-AS1
GLP1R
GNAS
GPX3
GSTM1
H19
HABP2
HDAC9
HGF
HIF1A
HMGA1
HMGA2
HOTAIR
HRAS
HSP90AA1
HSPA5
ICAM1
ID1
IGF1
IGF1R
IL10
IL1B
IL6
JAK2
KDR
KISS1
KIT
KLLN
KRAS
KRT19
KSR1
LDHA
LEP
LGALS1
LGALS3
LINC00312
LRP1B
LRRC56
MALAT1
MAP2K1
MAP2K2
MAPK1
MAPK3
MCL1
MDM2
MEN1
MET
MIR106A
MIR124-1
MIR125A
MIR126
MIR127
MIR128-1
MIR129-1
MIR138-1
MIR144
MIR145
MIR146A
MIR146B
MIR148A
MIR149
MIR150
MIR154
MIR155
MIR15A
MIR17
MIR181A1
MIR182
MIR183
MIR193A
MIR195
MIR197
MIR199A1
MIR199B
MIR19A
MIR200A
MIR200C
MIR204
MIR205
MIR20A
MIR21
MIR211
MIR214
MIR216A
MIR221
MIR222
MIR223
MIR27A
MIR296
MIR299
MIR31
MIR335
MIR34A
MIR34C
MIR363
MIR370
MIR375
MIR424
MIR451A
MIR486-1
MIR542
MIR551B
MIR574
MIR625
MIR654
MIR7-1
MIR873
MIR9-1
MIR93
MIR96
MIR99A
MLF1
MLH1
MMP2
MMP9
MSH2
MSH6
MTOR
MUTYH
MYC
NCOA4
NEAT1
NFE2L2
NFKB1
NKX2-1
NME1
NOTCH1
NRAS
NTRK1
NTRK3
PANDAR
PAX8
PDCD1
PDCD4
PDGFA
PDGFRA
PGR
PIK3CA
PKM
PLAU
PMS2
PPARG
PPM1D
PRKACB
PRKAR1A
PTCH1
PTCSC2
PTCSC3
PTEN
PTGS2
PTK2
PTTG1
PVT1
PWAR5
RAF1
RAP1GAP
RARA
RARB
RASAL1
RASSF1
RELA
RET
S100A4
S100A6
SDC4
SDHB
SDHC
SDHD
SERPINB5
SHC1
SHH
SKP2
SLC26A4
SLC26A4-AS1
SLC2A1
SLC5A5
SLC5A8
SMAD3
SMAD4
SNAI1
SNAI2
SOS1
SOX2
SP1
SPP1
SRGAP1
SST
STAT1
STAT3
STK11
STRN
TACSTD2
TCIM
TERT
TFF3
TG
TGFA
TGFB1
THBS1
THRA
THRB
TIMP1
TIMP3
TNF
TNFSF10
TP53
TP63
TP73
TPO
TSHB
TSHR
TUG1
TWIST1
TXNRD2
UCA1
VEGFC
WRN
WT1
XIAP
YAP1
ZEB1
0
CCL5
CCN2
CXCL10
CXCL16
CXCL5
EDN1
EDN3
EPO
EWSR1
GLTC1
HLA-G
HSPG2
ID3
IL17A
IL18
IL1A
IL1R1
IL22
IL4
LGR5
LYN
MAPK14
MIR18A
MIRLET7B
MYH9
PLAT
PSMB8
PTN
SERPINA1
SOCS1
SOCS3
SQSTM1
SYK
TGM2
TLR2
TNFRSF12A
TTN
CLIP2
CNKSR2
MUC4
GSTT1
TTF1
RAP1A
GSTP1
TPM3
TPR
TERC
MTHFR
TGFBR2
CCK
TRIM27
AKAP9
ITGB1
GFRA1
ARAF
NAT2
HHEX
CD82
PTPRJ
CYP27B1
TFG
DROSHA
DUSP6
CDK6
PTPRQ
PIGS
MT1G
GPC3
RBP3
NFKBIA
PITX2
CTGF
POLI
ZNF331
IKBKB
AXIN2
CBX7
SSTR5
PDK1
SDHAF2
CA12
BAG3
PRKCA
CD63
SLC34A2
BUB1
PRC1
G6PD
HDAC6
PIK3CB
CASP7
ATG5
FOXO1
MAP3K8
IMP3
HIPK2
PTMS
SPRY2
MAGEA1
APEX1
NOTCH4
SSTR1
OLAH
DAPK2
RXRB
FGF7
KRT20
DLL4
PCM1
XRCC6
FTCDNL1
HOOK3
RXRG
IGFBP5
POT1
CTSL
PTGS1
HDAC4
CEACAM6
GOLGA5
CDKN1C
SSTR3
LTB
CTSB
EPHB4
KAT5
RAD52
GRASP
MSH3
CAV2
CEACAM7
ASAH1
KTN1
ST5
PTPRC
HDAC3
CASR
RASSF2
PYGM
SPARC
CD24
SOX4
MAD2L1
IDO1
TSPO
CARD11
CEACAM3
IL27
ERC1
ITGB2
PTHLH
MYCL
LIG4
CEACAM4
IL11
CDK5
ABCB1
MMP13
GAGE1
FOXP1
SIRT3
CYP2D6
GPER1
C2orf40
LIMK1
PTPRH
CCKBR
CCAR1
SALL3
FASN
TNXB
KMT2D
MYH13
SPTA1
CELSR3
MAP3K3
MED16
TRPM3
EVPL
BCL9
ZC3H4
PDPR
KIF18B
MUC20
VASN
